species,condition,pH,replicate,day,count,dilution,total.CFUs,measured.pH,class,log.CFUs
JB7,BC10,7,2,10,149,-6,1490000000,7.65,bacteria,9.173186268412275
JB7,JB5,7,2,10,168,-6,1680000000,7.62,bacteria,9.225309281725863
JB7,135E,7,2,10,29,-7,2900000000,7.59,bacteria,9.462397997898956
JB7,JBC,7,2,10,70,-5,70000000,6.98,bacteria,7.845098040014257
JB7,JB370,7,2,10,103,-6,1030000000,7.82,bacteria,9.012837224705173
JB7,community,7,2,10,9,-5,9000000,6.56,bacteria,6.954242509439325
135E,alone,7,2,10,53,-4,5300000,7.65,fungi,6.724275869600789
135E,BC9,7,2,10,54,-4,5400000,7.61,fungi,6.732393759822968
135E,BC10,7,2,10,156,-4,15600000,7.6,fungi,7.193124598354461
135E,JB5,7,2,10,78,-4,7800000,7.74,fungi,6.892094602690481
135E,JB7,7,2,10,124,-4,12400000,7.59,fungi,7.093421685162235
135E,JBC,7,2,10,0,0,0,6.87,fungi,-Inf
135E,JB370,7,2,10,154,-3,1540000,7.6,fungi,6.187520720836463
135E,community,7,2,10,27,-1,2700,6.56,fungi,3.4313637641589874
JBC,alone,7,2,10,30,-5,30000000,6.9,fungi,7.477121254719663
JBC,BC9,7,2,10,33,-5,33000000,6.72,fungi,7.518513939877887
JBC,BC10,7,2,10,40,-5,40000000,6.7,fungi,7.6020599913279625
JBC,JB5,7,2,10,37,-5,37000000,6.96,fungi,7.568201724066995
JBC,JB7,7,2,10,44,-5,44000000,6.98,fungi,7.643452676486188
JBC,JB370,7,2,10,67,-5,67000000,6.89,fungi,7.826074802700826
JBC,community,7,2,10,24,-5,24000000,6.56,fungi,7.380211241711606
JB370,alone,7,2,10,85,-2,85000,7.17,fungi,4.929418925714293
JB370,BC9,7,2,10,10,-2,10000,7.57,fungi,4
JB370,BC10,7,2,10,29,-2,29000,7.79,fungi,4.4623979978989565
JB370,JB5,7,2,10,53,-2,53000,7.77,fungi,4.724275869600789
JB370,JB7,7,2,10,87,-2,87000,7.82,fungi,4.939519252618618
JB370,135E,7,2,10,41,-2,41000,7.6,fungi,4.6127838567197355
JB370,JBC,7,2,10,2,0,20,6.89,fungi,1.3010299956639813
JB370,community,7,2,10,1,0,10,6.56,fungi,1
BC9,alone,5,2,21,167,-4,16700000,6.28,bacteria,7.222716471147583
BC9,BC10,5,2,21,115,-4,11500000,6.77,bacteria,7.060697840353612
BC9,JB5,5,2,21,29,-5,29000000,6.13,bacteria,7.4623979978989565
BC9,135E,5,2,21,323,-5,323000000,7.03,bacteria,8.509202522331103
BC9,JBC,5,2,21,142,-4,14200000,7.76,bacteria,7.152288344383057
BC9,JB370,5,2,21,33,-4,3300000,7.26,bacteria,6.518513939877887
BC9,community,5,2,21,10,-4,1000000,7.31,bacteria,6
BC10,BC9,5,2,21,75,-5,75000000,6.77,bacteria,7.8750612633917
BC10,JB5,5,2,21,24,-5,24000000,6.23,bacteria,7.380211241711606
BC10,JB7,5,2,21,16,-5,16000000,6.33,bacteria,7.204119982655925
BC10,135E,5,2,21,229,-5,229000000,6.98,bacteria,8.359835482339887
BC10,JBC,5,2,21,127,-4,12700000,7.78,bacteria,7.103803720955957
BC10,JB370,5,2,21,288,-5,288000000,7.47,bacteria,8.459392487759231
BC10,community,5,2,21,133,-4,13300000,7.31,bacteria,7.123851640967086
JB5,alone,5,2,21,1,-4,100000,6.05,bacteria,5
JB5,BC9,5,2,21,9,-1,900,6.13,bacteria,2.9542425094393248
JB5,JB7,5,2,21,101,-3,1010000,5.98,bacteria,6.004321373782642
JB5,135E,5,2,21,254,-6,2540000000,7.82,bacteria,9.4048337166199385
JB5,JBC,5,2,21,0,0,0,7.63,bacteria,-Inf
JB5,JB370,5,2,21,22,-5,22000000,7.18,bacteria,7.342422680822207
JB5,community,5,2,21,2,-4,200000,7.31,bacteria,5.301029995663981
JB7,alone,5,2,21,14,0,140,6.03,bacteria,2.146128035678238
JB7,BC9,5,2,21,13,-3,130000,6.04,bacteria,5.113943352306837
JB7,BC10,5,2,21,81,-5,81000000,6.33,bacteria,7.9084850188786495
JB7,JB5,5,2,21,2,-1,200,5.98,bacteria,2.3010299956639813
JB7,135E,5,2,21,210,-6,2100000000,7.69,bacteria,9.32221929473392
JB7,JBC,5,2,21,88,-3,880000,7.22,bacteria,5.944482672150168
JB7,JB370,5,2,21,112,-5,112000000,7.17,bacteria,8.049218022670182
JB7,community,5,2,21,12,-4,1200000,7.31,bacteria,6.079181246047625
135E,alone,5,2,21,185,-4,18500000,6.8,fungi,7.267171728403014
135E,BC9,5,2,21,281,-4,28100000,7.03,fungi,7.44870631990508
135E,BC10,5,2,21,450,-4,45000000,6.98,fungi,7.653212513775344
135E,JB5,5,2,21,157,-4,15700000,7.82,fungi,7.195899652409234
135E,JB7,5,2,21,179,-4,17900000,7.69,fungi,7.252853030979893
135E,JBC,5,2,21,0,0,0,7.55,fungi,-Inf
135E,JB370,5,2,21,134,-4,13400000,7.15,fungi,7.127104798364807
135E,community,5,2,21,0,0,0,7.31,fungi,-Inf
JBC,alone,5,2,21,56,-5,56000000,7.6,fungi,7.748188027006201
JBC,BC9,5,2,21,45,-5,45000000,7.76,fungi,7.653212513775344
JBC,BC10,5,2,21,45,-5,45000000,7.78,fungi,7.653212513775344
JBC,JB5,5,2,21,46,-5,46000000,7.63,fungi,7.662757831681574
JBC,JB7,5,2,21,60,-5,60000000,7.22,fungi,7.778151250383644
JBC,135E,5,2,21,236,-5,236000000,7.55,fungi,8.372912002970107
JBC,JB370,5,2,21,47,-5,47000000,7.44,fungi,7.672097857935717
JBC,community,5,2,21,70,-5,70000000,7.31,fungi,7.845098040014257
JB370,alone,5,2,21,55,-4,5500000,7.21,fungi,6.740362689494244
JB370,BC9,5,2,21,84,-4,8400000,7.26,fungi,6.924279286061882
JB370,BC10,5,2,21,58,-4,5800000,7.47,fungi,6.763427993562937
JB370,JB5,5,2,21,111,-4,11100000,7.18,fungi,7.045322978786658
JB370,JB7,5,2,21,50,-4,5000000,7.17,fungi,6.698970004336019
JB370,135E,5,2,21,35,-4,3500000,7.15,fungi,6.544068044350276
JB370,JBC,5,2,21,12,-1,1200,7.44,fungi,3.0791812460476247
JB370,community,5,2,21,192,0,1920,7.31,fungi,3.2833012287035497
BC9,alone,7,2,21,26,-6,260000000,7.62,bacteria,8.414973347970818
BC9,BC10,7,2,21,13,-5,13000000,7.67,bacteria,7.113943352306837
BC9,JB5,7,2,21,39,-6,390000000,7.87,bacteria,8.5910646070265
BC9,JB7,7,2,21,41,-6,410000000,7.81,bacteria,8.612783856719735
BC9,135E,7,2,21,347,-5,347000000,7.59,bacteria,8.540329474790873
BC9,JBC,7,2,21,111,-5,111000000,7.84,bacteria,8.045322978786658
BC9,JB370,7,2,21,81,-5,81000000,7.87,bacteria,7.9084850188786495
BC9,community,7,2,21,40,-5,40000000,7.82,bacteria,7.6020599913279625
BC10,alone,7,2,21,404,-5,404000000,7.59,bacteria,8.606381365110606
BC10,BC9,7,2,21,255,-5,255000000,7.67,bacteria,8.406540180433955
BC10,JB5,7,2,21,263,-5,263000000,7.76,bacteria,8.419955748489757
BC10,JB7,7,2,21,241,-5,241000000,7.86,bacteria,8.38201704257487
BC10,135E,7,2,21,433,-5,433000000,7.76,bacteria,8.636487896353366
BC10,JBC,7,2,21,128,-5,128000000,7.83,bacteria,8.107209969647869
BC10,JB370,7,2,21,60,-5,60000000,7.85,bacteria,7.778151250383644
BC10,community,7,2,21,144,-5,144000000,7.82,bacteria,8.15836249209525
JB5,alone,7,2,21,40,-7,4000000000,8.01,bacteria,9.602059991327963
JB5,BC9,7,2,21,42,-7,4200000000,7.87,bacteria,9.6232492903979
JB5,BC10,7,2,21,177,-6,1770000000,7.76,bacteria,9.247973266361807
JB5,JB7,7,2,21,182,-6,1820000000,7.94,bacteria,9.260071387985075
JB5,135E,7,2,21,26,-7,2600000000,7.99,bacteria,9.414973347970818
JB5,JBC,7,2,21,120,-5,120000000,7.78,bacteria,8.079181246047625
JB5,JB370,7,2,21,32,-6,320000000,7.7,bacteria,8.505149978319906
JB5,community,7,2,21,160,-5,160000000,7.82,bacteria,8.204119982655925
JB7,alone,7,2,21,178,-6,1780000000,7.98,bacteria,9.250420002308894
JB7,BC9,7,2,21,304,-6,3040000000,7.81,bacteria,9.482873583608754
JB7,BC10,7,2,21,224,-6,2240000000,7.86,bacteria,9.350248018334163
JB7,JB5,7,2,21,207,-6,2070000000,7.94,bacteria,9.315970345456918
JB7,135E,7,2,21,52,-7,5200000000,7.88,bacteria,9.7160033436348
JB7,JBC,7,2,21,191,-6,1910000000,7.75,bacteria,9.281033367247728
JB7,JB370,7,2,21,159,-6,1590000000,7.59,bacteria,9.20139712432045
JB7,community,7,2,21,45,-6,450000000,7.82,bacteria,8.653212513775344
135E,alone,7,2,21,34,-4,3400000,7.22,fungi,6.531478917042255
135E,BC9,7,2,21,103,-4,10300000,7.59,fungi,7.012837224705172
135E,BC10,7,2,21,64,-4,6400000,7.76,fungi,6.8061799739838875
135E,JB5,7,2,21,117,-4,11700000,7.99,fungi,7.068185861746161
135E,JB7,7,2,21,122,-4,12200000,7.88,fungi,7.086359830674748
135E,JBC,7,2,21,0,0,0,7.79,fungi,-Inf
135E,JB370,7,2,21,176,-3,1760000,7.77,fungi,6.2455126678141495
135E,community,7,2,21,0,0,0,7.82,fungi,-Inf
JBC,alone,7,2,21,48,-5,48000000,7.78,fungi,7.681241237375588
JBC,BC9,7,2,21,38,-5,38000000,7.84,fungi,7.57978359661681
JBC,BC10,7,2,21,62,-5,62000000,7.83,fungi,7.7923916894982534
JBC,JB5,7,2,21,59,-5,59000000,7.78,fungi,7.770852011642144
JBC,JB7,7,2,21,42,-5,42000000,7.75,fungi,7.623249290397901
JBC,135E,7,2,21,30,-5,30000000,7.79,fungi,7.477121254719663
JBC,JB370,7,2,21,37,-5,37000000,7.67,fungi,7.568201724066995
JBC,community,7,2,21,63,-5,63000000,7.82,fungi,7.799340549453582
JB370,alone,7,2,21,9,-4,900000,7.42,fungi,5.954242509439325
JB370,BC9,7,2,21,99,-3,990000,7.87,fungi,5.99563519459755
JB370,BC10,7,2,21,36,-3,360000,7.85,fungi,5.556302500767287
JB370,JB5,7,2,21,101,-3,1010000,7.7,fungi,6.004321373782642
JB370,JB7,7,2,21,134,-3,1340000,7.59,fungi,6.127104798364807
JB370,135E,7,2,21,59,-3,590000,7.77,fungi,5.770852011642144
JB370,JBC,7,2,21,9,0,90,7.67,fungi,1.954242509439325
JB370,community,7,2,21,165,0,1650,7.82,fungi,3.2174839442139063
BC9,alone,5,3,0,0,0,373,5.86,bacteria,2.571708831808688
BC9,BC10,5,3,0,0,0,373,5.86,bacteria,2.571708831808688
BC9,JB5,5,3,0,0,0,373,5.86,bacteria,2.571708831808688
BC9,JB7,5,3,0,0,0,373,5.86,bacteria,2.571708831808688
BC9,135E,5,3,0,0,0,373,5.86,bacteria,2.571708831808688
BC9,JBC,5,3,0,0,0,373,5.86,bacteria,2.571708831808688
BC9,JB370,5,3,0,0,0,373,5.86,bacteria,2.571708831808688
BC9,community,5,3,0,0,0,373,5.86,bacteria,2.571708831808688
BC10,alone,5,3,0,45,0,113,5.86,bacteria,2.0530784434834195
BC10,BC9,5,3,0,45,0,113,5.86,bacteria,2.0530784434834195
BC10,JB5,5,3,0,45,0,113,5.86,bacteria,2.0530784434834195
BC10,JB7,5,3,0,45,0,113,5.86,bacteria,2.0530784434834195
BC10,135E,5,3,0,45,0,113,5.86,bacteria,2.0530784434834195
BC10,JBC,5,3,0,45,0,113,5.86,bacteria,2.0530784434834195
BC10,JB370,5,3,0,45,0,113,5.86,bacteria,2.0530784434834195
BC10,community,5,3,0,45,0,113,5.86,bacteria,2.0530784434834195
JB5,alone,5,3,0,0,0,314,5.86,bacteria,2.496929648073215
JB5,BC9,5,3,0,0,0,314,5.86,bacteria,2.496929648073215
JB5,BC10,5,3,0,0,0,314,5.86,bacteria,2.496929648073215
JB5,JB7,5,3,0,0,0,314,5.86,bacteria,2.496929648073215
JB5,135E,5,3,0,0,0,314,5.86,bacteria,2.496929648073215
JB5,JBC,5,3,0,0,0,314,5.86,bacteria,2.496929648073215
JB5,JB370,5,3,0,0,0,314,5.86,bacteria,2.496929648073215
JB5,community,5,3,0,0,0,314,5.86,bacteria,2.496929648073215
JB7,alone,5,3,0,140,0,350,5.86,bacteria,2.5440680443502757
JB7,BC9,5,3,0,140,0,350,5.86,bacteria,2.5440680443502757
JB7,BC10,5,3,0,140,0,350,5.86,bacteria,2.5440680443502757
JB7,JB5,5,3,0,140,0,350,5.86,bacteria,2.5440680443502757
JB7,135E,5,3,0,140,0,350,5.86,bacteria,2.5440680443502757
JB7,JBC,5,3,0,140,0,350,5.86,bacteria,2.5440680443502757
JB7,JB370,5,3,0,140,0,350,5.86,bacteria,2.5440680443502757
JB7,community,5,3,0,140,0,350,5.86,bacteria,2.5440680443502757
135E,alone,5,3,0,282,0,705,5.86,fungi,2.848189116991399
135E,BC9,5,3,0,282,0,705,5.86,fungi,2.848189116991399
135E,BC10,5,3,0,282,0,705,5.86,fungi,2.848189116991399
135E,JB5,5,3,0,282,0,705,5.86,fungi,2.848189116991399
135E,JB7,5,3,0,282,0,705,5.86,fungi,2.848189116991399
135E,JBC,5,3,0,282,0,705,5.86,fungi,2.848189116991399
135E,JB370,5,3,0,282,0,705,5.86,fungi,2.848189116991399
135E,community,5,3,0,282,0,705,5.86,fungi,2.848189116991399
JBC,alone,5,3,0,89,0,223,5.86,fungi,2.3483048630481607
JBC,BC9,5,3,0,89,0,223,5.86,fungi,2.3483048630481607
JBC,BC10,5,3,0,89,0,223,5.86,fungi,2.3483048630481607
JBC,JB5,5,3,0,89,0,223,5.86,fungi,2.3483048630481607
JBC,JB7,5,3,0,89,0,223,5.86,fungi,2.3483048630481607
JBC,135E,5,3,0,89,0,223,5.86,fungi,2.3483048630481607
JBC,JB370,5,3,0,89,0,223,5.86,fungi,2.3483048630481607
JBC,community,5,3,0,89,0,223,5.86,fungi,2.3483048630481607
JB370,alone,5,3,0,63,0,158,5.86,fungi,2.1986570869544226
JB370,BC9,5,3,0,63,0,158,5.86,fungi,2.1986570869544226
JB370,BC10,5,3,0,63,0,158,5.86,fungi,2.1986570869544226
JB370,JB5,5,3,0,63,0,158,5.86,fungi,2.1986570869544226
JB370,JB7,5,3,0,63,0,158,5.86,fungi,2.1986570869544226
JB370,135E,5,3,0,63,0,158,5.86,fungi,2.1986570869544226
JB370,JBC,5,3,0,63,0,158,5.86,fungi,2.1986570869544226
JB370,community,5,3,0,63,0,158,5.86,fungi,2.1986570869544226
BC9,alone,7,3,0,0,0,373,7.1,bacteria,2.571708831808688
BC9,BC10,7,3,0,0,0,373,7.1,bacteria,2.571708831808688
BC9,JB5,7,3,0,0,0,373,7.1,bacteria,2.571708831808688
BC9,JB7,7,3,0,0,0,373,7.1,bacteria,2.571708831808688
BC9,135E,7,3,0,0,0,373,7.1,bacteria,2.571708831808688
BC9,JBC,7,3,0,0,0,373,7.1,bacteria,2.571708831808688
BC9,JB370,7,3,0,0,0,373,7.1,bacteria,2.571708831808688
BC9,community,7,3,0,0,0,373,7.1,bacteria,2.571708831808688
BC10,alone,7,3,0,45,0,113,7.1,bacteria,2.0530784434834195
BC10,BC9,7,3,0,45,0,113,7.1,bacteria,2.0530784434834195
BC10,JB5,7,3,0,45,0,113,7.1,bacteria,2.0530784434834195
BC10,JB7,7,3,0,45,0,113,7.1,bacteria,2.0530784434834195
BC10,135E,7,3,0,45,0,113,7.1,bacteria,2.0530784434834195
BC10,JBC,7,3,0,45,0,113,7.1,bacteria,2.0530784434834195
BC10,JB370,7,3,0,45,0,113,7.1,bacteria,2.0530784434834195
BC10,community,7,3,0,45,0,113,7.1,bacteria,2.0530784434834195
JB5,alone,7,3,0,0,0,314,7.1,bacteria,2.496929648073215
JB5,BC9,7,3,0,0,0,314,7.1,bacteria,2.496929648073215
JB5,BC10,7,3,0,0,0,314,7.1,bacteria,2.496929648073215
JB5,JB7,7,3,0,0,0,314,7.1,bacteria,2.496929648073215
JB5,135E,7,3,0,0,0,314,7.1,bacteria,2.496929648073215
JB5,JBC,7,3,0,0,0,314,7.1,bacteria,2.496929648073215
JB5,JB370,7,3,0,0,0,314,7.1,bacteria,2.496929648073215
JB5,community,7,3,0,0,0,314,7.1,bacteria,2.496929648073215
JB7,alone,7,3,0,140,0,350,7.1,bacteria,2.5440680443502757
JB7,BC9,7,3,0,140,0,350,7.1,bacteria,2.5440680443502757
JB7,BC10,7,3,0,140,0,350,7.1,bacteria,2.5440680443502757
JB7,JB5,7,3,0,140,0,350,7.1,bacteria,2.5440680443502757
JB7,135E,7,3,0,140,0,350,7.1,bacteria,2.5440680443502757
JB7,JBC,7,3,0,140,0,350,7.1,bacteria,2.5440680443502757
JB7,JB370,7,3,0,140,0,350,7.1,bacteria,2.5440680443502757
JB7,community,7,3,0,140,0,350,7.1,bacteria,2.5440680443502757
135E,alone,7,3,0,282,0,705,7.1,fungi,2.848189116991399
135E,BC9,7,3,0,282,0,705,7.1,fungi,2.848189116991399
135E,BC10,7,3,0,282,0,705,7.1,fungi,2.848189116991399
135E,JB5,7,3,0,282,0,705,7.1,fungi,2.848189116991399
135E,JB7,7,3,0,282,0,705,7.1,fungi,2.848189116991399
135E,JBC,7,3,0,282,0,705,7.1,fungi,2.848189116991399
135E,JB370,7,3,0,282,0,705,7.1,fungi,2.848189116991399
135E,community,7,3,0,282,0,705,7.1,fungi,2.848189116991399
JBC,alone,7,3,0,89,0,223,7.1,fungi,2.3483048630481607
JBC,BC9,7,3,0,89,0,223,7.1,fungi,2.3483048630481607
JBC,BC10,7,3,0,89,0,223,7.1,fungi,2.3483048630481607
JBC,JB5,7,3,0,89,0,223,7.1,fungi,2.3483048630481607
JBC,JB7,7,3,0,89,0,223,7.1,fungi,2.3483048630481607
JBC,135E,7,3,0,89,0,223,7.1,fungi,2.3483048630481607
JBC,JB370,7,3,0,89,0,223,7.1,fungi,2.3483048630481607
JBC,community,7,3,0,89,0,223,7.1,fungi,2.3483048630481607
JB370,alone,7,3,0,63,0,158,7.1,fungi,2.1986570869544226
JB370,BC9,7,3,0,63,0,158,7.1,fungi,2.1986570869544226
JB370,BC10,7,3,0,63,0,158,7.1,fungi,2.1986570869544226
JB370,JB5,7,3,0,63,0,158,7.1,fungi,2.1986570869544226
JB370,JB7,7,3,0,63,0,158,7.1,fungi,2.1986570869544226
JB370,135E,7,3,0,63,0,158,7.1,fungi,2.1986570869544226
JB370,JBC,7,3,0,63,0,158,7.1,fungi,2.1986570869544226
JB370,community,7,3,0,63,0,158,7.1,fungi,2.1986570869544226
BC9,alone,5,3,3,154,-3,1540000,5.79,bacteria,6.187520720836463
BC9,BC10,5,3,3,2,-5,2000000,5.97,bacteria,6.301029995663981
BC9,JB5,5,3,3,288,-3,2880000,5.88,bacteria,6.459392487759231
BC9,JB7,5,3,3,374,-3,3740000,5.82,bacteria,6.57287160220048
BC9,135E,5,3,3,240,-4,24000000,6.6,bacteria,7.380211241711606
BC9,JBC,5,3,3,56,-5,56000000,6.11,bacteria,7.748188027006201
BC9,JB370,5,3,3,319,-4,31900000,5.91,bacteria,7.503790683057181
BC9,community,5,3,3,18,-5,18000000,6.69,bacteria,7.2552725051033065
BC10,alone,5,3,3,154,-5,154000000,5.93,bacteria,8.187520720836464
BC10,BC9,5,3,3,84,-5,84000000,5.97,bacteria,7.924279286061882
BC10,JB5,5,3,3,57,-5,57000000,5.98,bacteria,7.7558748556724915
BC10,JB7,5,3,3,89,-5,89000000,6,bacteria,7.949390006644912
BC10,135E,5,3,3,384,-4,38400000,6.64,bacteria,7.5843312243675305
BC10,JBC,5,3,3,113,-5,113000000,6.16,bacteria,8.05307844348342
BC10,JB370,5,3,3,71,-5,71000000,6.05,bacteria,7.8512583487190755
BC10,community,5,3,3,39,-5,39000000,6.69,bacteria,7.5910646070264995
JB5,alone,5,3,3,39,0,390,5.84,bacteria,2.591064607026499
JB5,BC9,5,3,3,1,-1,100,5.88,bacteria,2
JB5,BC10,5,3,3,35,-1,3500,5.98,bacteria,3.5440680443502757
JB5,JB7,5,3,3,34,0,340,5.91,bacteria,2.531478917042255
JB5,135E,5,3,3,6,-4,600000,6.59,bacteria,5.778151250383644
JB5,JBC,5,3,3,21,0,210,6.15,bacteria,2.322219294733919
JB5,JB370,5,3,3,50,0,500,5.91,bacteria,2.6989700043360187
JB5,community,5,3,3,82,-3,820000,6.69,bacteria,5.913813852383717
JB7,alone,5,3,3,15,0,150,5.86,bacteria,2.1760912590556813
JB7,BC9,5,3,3,6,-1,600,5.82,bacteria,2.7781512503836434
JB7,JB5,5,3,3,17,0,170,5.91,bacteria,2.230448921378274
JB7,135E,5,3,3,66,-3,660000,6.65,bacteria,5.819543935541868
JB7,JBC,5,3,3,27,0,270,6.21,bacteria,2.4313637641589874
JB7,JB370,5,3,3,5,0,50,5.92,bacteria,1.6989700043360187
JB7,community,5,3,3,45,-3,450000,6.69,bacteria,5.653212513775344
135E,alone,5,3,3,104,-4,10400000,6.58,fungi,7.017033339298781
135E,BC9,5,3,3,208,-4,20800000,6.6,fungi,7.318063334962762
135E,BC10,5,3,3,155,-4,15500000,6.64,fungi,7.190331698170292
135E,JB5,5,3,3,161,-4,16100000,6.59,fungi,7.20682587603185
135E,JB7,5,3,3,136,-4,13600000,6.65,fungi,7.133538908370218
135E,JBC,5,3,3,165,-4,16500000,6.75,fungi,7.217483944213907
135E,JB370,5,3,3,159,-4,15900000,6.64,fungi,7.201397124320452
135E,community,5,3,3,128,-4,12800000,6.69,fungi,7.107209969647869
JBC,alone,5,3,3,154,-1,15400,6.12,fungi,4.187520720836463
JBC,BC9,5,3,3,85,-1,8500,6.11,fungi,3.929418925714293
JBC,BC10,5,3,3,142,-1,14200,6.16,fungi,4.152288344383057
JBC,JB5,5,3,3,93,-1,9300,6.15,fungi,3.9684829485539352
JBC,JB7,5,3,3,62,-1,6200,6.21,fungi,3.792391689498254
JBC,135E,5,3,3,89,0,890,6.75,fungi,2.949390006644913
JBC,community,5,3,3,20,-1,2000,6.69,fungi,3.3010299956639813
JB370,alone,5,3,3,120,0,1200,5.9,fungi,3.0791812460476247
JB370,BC9,5,3,3,136,0,1360,5.91,fungi,3.1335389083702174
JB370,BC10,5,3,3,48,0,480,6.05,fungi,2.681241237375587
JB370,JB5,5,3,3,126,0,1260,5.91,fungi,3.100370545117563
JB370,JB7,5,3,3,12,-1,1200,5.92,fungi,3.0791812460476247
JB370,135E,5,3,3,18,-1,1800,6.64,fungi,3.255272505103306
JB370,JBC,5,3,3,2,0,20,6.17,fungi,1.3010299956639813
JB370,community,5,3,3,30,0,300,6.69,fungi,2.4771212547196626
BC9,alone,7,3,3,71,-5,71000000,6.97,bacteria,7.8512583487190755
BC9,BC10,7,3,3,88,-5,88000000,7.14,bacteria,7.944482672150168
BC9,JB5,7,3,3,269,-5,269000000,7.15,bacteria,8.429752280002408
BC9,JB7,7,3,3,220,-5,220000000,7.14,bacteria,8.342422680822207
BC9,135E,7,3,3,213,-5,213000000,7.24,bacteria,8.328379603438737
BC9,JBC,7,3,3,300,-5,300000000,7.07,bacteria,8.477121254719663
BC9,JB370,7,3,3,271,-5,271000000,7.17,bacteria,8.432969290874405
BC9,community,7,3,3,63,-5,63000000,7.16,bacteria,7.799340549453582
BC10,alone,7,3,3,317,-5,317000000,7.1,bacteria,8.501059262217751
BC10,BC9,7,3,3,156,-5,156000000,7.14,bacteria,8.193124598354462
BC10,JB5,7,3,3,137,-5,137000000,7.14,bacteria,8.136720567156408
BC10,JB7,7,3,3,184,-5,184000000,7.14,bacteria,8.264817823009537
BC10,135E,7,3,3,454,-5,454000000,7.34,bacteria,8.657055852857104
BC10,JBC,7,3,3,295,-5,295000000,7.14,bacteria,8.469822015978163
BC10,JB370,7,3,3,157,-5,157000000,7.15,bacteria,8.195899652409233
BC10,community,7,3,3,72,-5,72000000,7.16,bacteria,7.857332496431268
JB5,alone,7,3,3,222,-4,22200000,7.07,bacteria,7.346352974450639
JB5,BC9,7,3,3,47,-4,4700000,7.15,bacteria,6.672097857935717
JB5,BC10,7,3,3,188,-3,1880000,7.14,bacteria,6.27415784926368
JB5,JB7,7,3,3,285,-4,28500000,7.06,bacteria,7.45484486000851
JB5,135E,7,3,3,169,-3,1690000,7.1,bacteria,6.227886704613674
JB5,JBC,7,3,3,156,-4,15600000,7,bacteria,7.193124598354461
JB5,JB370,7,3,3,56,-5,56000000,7.14,bacteria,7.748188027006201
JB5,community,7,3,3,80,-4,8000000,7.16,bacteria,6.903089986991944
JB7,alone,7,3,3,802,-4,80200000,7.04,bacteria,7.904174368284163
JB7,BC9,7,3,3,89,-4,8900000,7.14,bacteria,6.949390006644912
JB7,BC10,7,3,3,46,-4,4600000,7.14,bacteria,6.662757831681574
JB7,JB5,7,3,3,162,-5,162000000,7.06,bacteria,8.209515014542632
JB7,135E,7,3,3,413,-4,41300000,7.11,bacteria,7.615950051656401
JB7,JBC,7,3,3,123,-5,123000000,6.84,bacteria,8.089905111439398
JB7,JB370,7,3,3,110,-5,110000000,7.09,bacteria,8.041392685158225
JB7,community,7,3,3,13,-5,13000000,7.16,bacteria,7.113943352306837
135E,alone,7,3,3,261,-3,2610000,7.08,fungi,6.416640507338281
135E,BC9,7,3,3,325,-3,3250000,7.24,fungi,6.511883360978874
135E,BC10,7,3,3,598,-3,5980000,7.34,fungi,6.776701183988411
135E,JB5,7,3,3,377,-3,3770000,7.1,fungi,6.576341350205793
135E,JB7,7,3,3,54,-4,5400000,7.11,fungi,6.732393759822968
135E,JBC,7,3,3,156,-3,1560000,6.97,fungi,6.193124598354461
135E,JB370,7,3,3,317,-3,3170000,7.09,fungi,6.501059262217751
135E,community,7,3,3,284,-3,2840000,7.16,fungi,6.453318340047038
JBC,alone,7,3,3,64,-1,6400,6.8,fungi,3.806179973983887
JBC,BC9,7,3,3,132,0,1320,7.07,fungi,3.12057393120585
JBC,BC10,7,3,3,43,0,430,7.14,fungi,2.6334684555795866
JBC,JB5,7,3,3,56,-1,5600,7,fungi,3.7481880270062002
JBC,JB7,7,3,3,41,-1,4100,6.84,fungi,3.6127838567197355
JBC,135E,7,3,3,37,-1,3700,6.97,fungi,3.568201724066995
JBC,JB370,7,3,3,21,-1,2100,7.06,fungi,3.322219294733919
JBC,community,7,3,3,7,-1,700,7.16,fungi,2.845098040014257
JB370,alone,7,3,3,24,0,240,7.11,fungi,2.380211241711606
JB370,BC9,7,3,3,40,0,400,7.17,fungi,2.6020599913279625
JB370,BC10,7,3,3,9,0,90,7.15,fungi,1.954242509439325
JB370,JB5,7,3,3,27,0,270,7.14,fungi,2.4313637641589874
JB370,JB7,7,3,3,40,0,400,7.09,fungi,2.6020599913279625
JB370,135E,7,3,3,40,0,400,7.09,fungi,2.6020599913279625
JB370,JBC,7,3,3,2,-1,200,7.06,fungi,2.3010299956639813
JB370,community,7,3,3,15,0,150,7.16,fungi,2.1760912590556813
BC9,alone,5,3,10,30,-5,30000000,5.98,bacteria,7.477121254719663
BC9,BC10,5,3,10,52,-4,5200000,6.38,bacteria,6.7160033436347994
BC9,JB5,5,3,10,132,-4,13200000,5.95,bacteria,7.12057393120585
BC9,JB7,5,3,10,104,-4,10400000,5.96,bacteria,7.017033339298781
BC9,135E,5,3,10,86,-5,86000000,6.71,bacteria,7.9344984512435675
BC9,JBC,5,3,10,86,-4,8600000,7.22,bacteria,6.9344984512435675
BC9,JB370,5,3,10,39,-6,390000000,7.6,bacteria,8.5910646070265
BC9,community,5,3,10,46,-4,4600000,6.55,bacteria,6.662757831681574
BC10,alone,5,3,10,92,-5,92000000,6.46,bacteria,7.963787827345556
